SpotifyTrack,SpotifyArtist,uri,year,genre,release_date,popular,key,explicit,mode,chartrank,acousticness,danceability,energy,duration_ms,instrumentalness,valence,tempo,liveness,loudness,speechiness,time_signature
Girlfriend,B2K,spotify:track:2lNjKOEumoJbrir0Y9dmPB,2003,R&B,10/21/2003,1,3,0,0,83,0.0227,0.675,0.538,204493,0,0.538,89.861,0.0732,-6.974,0.199,4
Satisfaction,Eve,spotify:track:0klzutEUO6IX3QSmtRDFrq,2003,R&B,1/1/2002,1,11,1,0,86,0.236,0.843,0.553,258733,0,0.63,93.383,0.0523,-3.198,0.437,4
Officially Missing You,Tamia,spotify:track:4IFYR5smTnHYCLP82AiDrJ,2003,R&B,2004,1,4,0,0,87,0.247,0.476,0.407,242467,0,0.226,178.258,0.144,-9.239,0.0368,4
My Love Is Like...Wo - Main Mix/Album Version,MÃ½a,spotify:track:3Gamc2D6VSlXpUcmhPUFYt,2003,R&B,1/1/2003,1,4,0,1,88,0.227,0.835,0.678,209490,0.00000644,0.708,132.868,0.287,-6.458,0.124,4
Act A Fool,Ludacris,spotify:track:28mv40MzspRZn0PBcO2itT,2003,R&B,1/1/2003,1,9,1,1,90,0.229,0.573,0.906,270733,0,0.775,110.64,0.183,-2.408,0.325,5
When the Last Time,Clipse,spotify:track:0EXm0iaB0CzqtsB3VaupXj,2003,R&B,4/1/2002,1,11,0,1,91,0.514,0.847,0.884,254307,0,0.845,99.036,0.303,-3.326,0.245,4
Laundromat - Radio Edit,Nivea,spotify:track:1kIzhTj2kFjlUAWoqFEJTi,2003,R&B,12/10/2002,1,4,0,1,92,0.499,0.72,0.48,263413,0,0.67,127.993,0.105,-7.889,0.0567,4
If I Can't,50 Cent,spotify:track:7JeKXMQKm6GoLGTkNy2jZ0,2003,R&B,2/6/2003,1,11,1,0,93,0.244,0.892,0.631,196640,0,0.838,93.975,0.0235,-2.522,0.302,4
24's (Vocals Only),T.I.,spotify:track:33j4CLU9UyRjO63ry5J61Q,2003,R&B,8/18/2003,1,6,0,1,95,0.227,0.739,0.725,282907,0,0.582,162.06,0.0991,-4.301,0.203,4
Wat Da Hook Gon Be - Dirty,Murphy Lee /and/ Jermaine Dupri,spotify:track:6njG8EYG1lrROn8P6q46eq,2003,R&B,1/1/2003,1,10,1,0,96,0.0979,0.927,0.596,224667,0,0.914,94.997,0.283,-7.058,0.301,4
What Up Gangsta,50 Cent,spotify:track:1CYyIsAaTrnmJ8MO2rec5f,2003,R&B,2/6/2003,1,11,1,0,97,0.00213,0.68,0.767,179467,0,0.344,82.518,0.0996,-2.387,0.0397,4
One Of Those Days,Whitney Houston,spotify:track:4qoRtBttExNQ8eguqiYsRg,2003,R&B,11/20/2002,1,0,0,1,99,0.312,0.679,0.708,255733,0,0.82,91.983,0.0878,-3.844,0.0818,4
Still Ballin' - Nitty Remix,2Pac /and/ Trick Daddy,spotify:track:6CMidyjegRGsM2NyEmbuoT,2003,R&B,1/1/2002,1,2,1,1,100,0.00766,0.941,0.721,169600,0,0.707,99.042,0.0485,-4.921,0.155,4
If I Ain't Got You,Alicia Keys,spotify:track:3XVBdLihbNbxUwZosxcGuJ,2004,R&B,12/2/2003,1,7,0,1,1,0.603,0.609,0.445,228707,0.00000677,0.166,118.393,0.104,-9.129,0.106,3
Yeah! (feat. Lil Jon & Ludacris),Usher /and/ Lil Jon /and/ Ludacris,spotify:track:5rb9QrpfcKFHM1EUbSIurX,2004,R&B,3/23/2004,1,2,0,1,2,0.0183,0.894,0.791,250373,0,0.583,105.018,0.0388,-4.699,0.112,4
Burn,Usher,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,2004,R&B,3/23/2004,1,1,0,1,3,0.314,0.796,0.477,231933,0,0.685,119.928,0.12,-7.161,0.108,4
Diary (feat. Tony! Toni! Tone! & Jermaine Paul),Alicia Keys /and/ Tony! Toni! TonÃ©! /and/ Jermaine Paul,spotify:track:5dxHF4lrDimKqnI3GaZUmC,2004,R&B,12/2/2003,1,8,0,0,4,0.559,0.664,0.465,284160,0.00174,0.281,127.932,0.125,-9.711,0.0317,4
Lean Back,Terror Squad /and/ Fat Joe /and/ Remy Ma,spotify:track:2Ozc0me9PV5vlt8cokwdvI,2004,R&B,1/1/2004,1,1,1,1,5,0.11,0.783,0.916,247427,0,0.695,95.321,0.0746,-3.344,0.415,4
You Don't Know My Name,Alicia Keys,spotify:track:6LGwYMXXgURfaequXipzHx,2004,R&B,12/2/2003,1,9,0,1,6,0.589,0.263,0.663,366733,0.00451,0.25,167.271,0.342,-8.264,0.19,4
Jesus Walks,Kanye West,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,2004,R&B,2/10/2004,1,3,1,0,7,0.614,0.637,0.834,193733,0,0.715,87.312,0.317,-4.686,0.323,4
"Me, Myself and I",BeyoncÃ©,spotify:track:6XsT5UGfpaFeHQf5LRIy4W,2004,R&B,6/24/2003,1,1,0,1,8,0.226,0.75,0.458,301133,0.0000325,0.536,83.61,0.137,-9.092,0.0803,4
Slow Jamz,Twista /and/ Kanye West /and/ Jamie Foxx,spotify:track:3A4cpTBPaIQdtPFb5JxtaX,2004,R&B,2/10/2004,1,2,1,0,9,0.314,0.559,0.733,316053,0,0.611,145.115,0.284,-5.659,0.171,4
Confessions Part II,Usher,spotify:track:7wBThXx7BGZHJJ3aN3OPvv,2004,R&B,3/23/2004,1,1,0,1,10,0.0586,0.845,0.467,211200,0,0.702,138.007,0.0694,-7.674,0.138,4
Slow Motion,JUVENILE /and/ Soulja Slim,spotify:track:6ihObRBTB8xdSH2mlERtOX,2004,R&B,1/1/2003,1,0,1,0,11,0.548,0.713,0.734,248200,0,0.89,172.872,0.0687,-4.894,0.325,4
Goodies (feat. Petey Pablo),Ciara /and/ Petey Pablo,spotify:track:3dFwpxh2yH7C7p9BGEKLVB,2004,R&B,9/27/2004,1,5,0,0,12,0.0277,0.826,0.647,223000,0.00000152,0.872,102.017,0.298,-6.306,0.0491,4
The Way You Move (feat. Sleepy Brown),Outkast /and/ Sleepy Brown,spotify:track:5z7mYFfhw6N6f23VwrokJD,2004,R&B,2003,1,5,1,0,13,0.126,0.871,0.597,234000,0.000113,0.635,125.999,0.0638,-4.932,0.0464,4
Dirt Off Your Shoulder,JAY-Z,spotify:track:3IrkbGQCoEPAkzJ0Tkv8nm,2004,R&B,11/14/2003,1,1,1,1,14,0.0321,0.78,0.657,245173,0.00000256,0.648,163.969,0.339,-7.149,0.317,4
Sorry 2004,Ruben Studdard,spotify:track:2u34ZVPVlr7hfN7vDr1512,2004,R&B,8/22/2003,1,9,0,1,15,0.076,0.721,0.472,261867,0,0.462,129.964,0.332,-7.574,0.0619,4
Freek-A-Leek,Petey Pablo,spotify:track:4MeDnO5yA2Zi6IMlVApRci,2004,R&B,2004,1,2,1,1,16,0.0744,0.756,0.691,235187,0,0.632,104.999,0.364,-3.718,0.178,4
Tipsy - Club Mix,J-Kwon,spotify:track:0jSMveIWvnhDIvzqN74Uc7,2004,R&B,2004,1,0,1,1,17,0.0644,0.925,0.744,243227,0,0.656,93.02,0.0888,-5.79,0.367,4
Splash Waterfalls,Ludacris,spotify:track:2T8hXV9LUZMDBKR5RALGEa,2004,R&B,1/1/2003,1,11,1,1,18,0.101,0.734,0.846,290760,0,0.702,145.894,0.233,-6.102,0.409,4
Overnight Celebrity,Twista,spotify:track:2tOZtdbkAMQASWokLvSlzj,2004,R&B,1/27/2004,1,10,1,0,19,0.182,0.828,0.792,233360,0,0.777,134.199,0.281,-5.435,0.179,4
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,Mario Winans /and/ Enya /and/ Diddy,spotify:track:2yr2HnFYl7XvqJk4fXoQBt,2004,R&B,8/12/2016,1,11,0,0,20,0.347,0.833,0.515,257333,0.00156,0.4,97.035,0.116,-5,0.0462,4
Read Your Mind,Avant,spotify:track:6cR1U61DMpYbS2TtNTlSvo,2004,R&B,1/1/2003,1,8,0,0,21,0.291,0.755,0.381,263507,0.00000513,0.695,73.108,0.0974,-6.696,0.0711,4
Step In the Name of Love - Remix,R. Kelly,spotify:track:7lrAsaTw9CTh5uSr0fvHOd,2004,R&B,2003,1,1,0,0,22,0.2,0.775,0.53,432147,0,0.775,94.985,0.231,-6.564,0.119,4
All Falls Down,Kanye West /and/ Syleena Johnson,spotify:track:5SkRLpaGtvYPhw02vZhQQ9,2004,R&B,2/10/2004,1,8,1,0,23,0.149,0.657,0.734,223507,0,0.434,91.03,0.139,-4.832,0.484,4
Walked Outta Heaven,Jagged Edge,spotify:track:06ZDLodo1UDVavc3MXREZ3,2004,R&B,10/7/2003,1,10,0,1,24,0.573,0.67,0.616,270880,0,0.523,120.129,0.0535,-6.123,0.225,4
Why,Jadakiss /and/ Anthony Hamilton,spotify:track:58LflM1owDAzQkYIL7ayCX,2004,R&B,1/1/2004,1,1,1,0,25,0.0164,0.602,0.938,240000,0,0.562,168.417,0.0612,-3.378,0.238,4
Hotel (feat. R. Kelly),Cassidy /and/ R. Kelly,spotify:track:4hHXhCRSnOKd6nMGaivmD0,2004,R&B,3/15/2004,1,0,0,1,26,0.118,0.68,0.659,247040,0,0.411,91.259,0.107,-6.855,0.211,4
Salt Shaker,Ying Yang Twins /and/ Lil Jon & The East Side Boyz,spotify:track:4Kd0FzFpOgIGxlBl4HXuFn,2004,R&B,9/16/2003,1,11,1,1,27,0.0509,0.884,0.697,252440,0,0.322,101.965,0.094,-6.022,0.128,4
U Should've Known Better,Monica,spotify:track:0EQuu6hyNACWI7LT7N5pRv,2004,R&B,2003,1,6,0,1,29,0.191,0.753,0.516,257787,0,0.826,122.019,0.275,-5.164,0.0308,4
My Place,Nelly /and/ Jaheim,spotify:track:1NAyvpW70a9lxY0YlLWFV4,2004,R&B,9/14/2004,1,1,1,0,30,0.0498,0.6,0.641,336507,0.00000149,0.642,163.153,0.0982,-4.237,0.0423,4
One Call Away,Chingy /and/ Jason Weaver,spotify:track:0UNTBB02C1aB55Fu4H63qd,2004,R&B,1/1/2003,1,4,0,0,31,0.0918,0.765,0.821,276800,0,0.962,162.519,0.217,-5.926,0.183,4
Locked Up,Akon,spotify:track:0YUrjFy4qFKOO5NhM9tYdV,2004,R&B,1/1/2006,1,7,1,1,32,0.0255,0.828,0.58,235067,0,0.407,89.973,0.103,-4.395,0.0941,4
Happy People - Album Version with DJ Skit,R. Kelly,spotify:track:266hoXlxTshUk4XsNQK5to,2004,R&B,8/23/2004,1,8,0,1,33,0.0811,0.828,0.586,469200,0,0.802,97.01,0.101,-6.274,0.205,4
On Fire,Lloyd Banks,spotify:track:0B2ZuTLZnWQ6gz8RlNwBu1,2004,R&B,1/1/2004,1,8,1,1,34,0.0923,0.759,0.825,187280,0.00057,0.429,94.857,0.24,-4.289,0.22,4
Game Over,Lil' Flip,spotify:track:79lmvU7Qmc8QpXilbSk37z,2004,R&B,3/30/2004,1,8,0,1,35,0.00106,0.813,0.59,232467,0.0000507,0.602,159.961,0.0809,-8.998,0.378,4
Sunshine (feat. Lea),Lil' Flip /and/ Lea,spotify:track:4s0o8TJHfX9LLHa0umnOzT,2004,R&B,3/30/2004,1,0,1,1,36,0.0248,0.814,0.387,225173,0,0.792,93.961,0.131,-9.867,0.0945,4
Through The Wire,Kanye West,spotify:track:4mmkhcEm1Ljy1U9nwtsxUo,2004,R&B,2/10/2004,1,7,1,1,37,0.00865,0.571,0.739,221227,0.00000521,0.66,83.089,0.158,-6.11,0.247,4
Damn! (feat. Lil' Jon) - Club Mix,Youngbloodz /and/ Lil Jon,spotify:track:5TpaWJKnuyA4MjzAbFXSTQ,2004,R&B,7/25/2003,1,6,1,0,38,0.0149,0.772,0.724,298600,0,0.518,84.038,0.355,-5.799,0.307,4
Headsprung,LL Cool J,spotify:track:1GIN41bLhiKeEPeC2vXH8i,2004,R&B,8/31/2004,1,0,0,1,39,0.0114,0.718,0.786,267320,0.000025,0.465,99.916,0.0745,-5.76,0.0284,4
Milkshake - Radio Mix,Kelis,spotify:track:2s0ouHqJebHfiQ6C1GUFJd,2004,R&B,12/5/2003,1,1,0,1,40,0.00862,0.891,0.77,182627,0.0315,0.819,112.997,0.155,-6.124,0.0439,4
So Sexy (feat. R. Kelly),Twista /and/ R. Kelly,spotify:track:4mZpHYUrOvvmXCoyLLF7s7,2004,R&B,1/27/2004,1,11,1,0,41,0.126,0.868,0.805,231200,0,0.544,143.983,0.096,-3.218,0.178,4
Think About You,Luther Vandross,spotify:track:0sIkUPLns02tRPM7pjQEj4,2004,R&B,6/10/2003,1,0,0,1,42,0.198,0.77,0.421,304667,0,0.465,129.97,0.0736,-9.067,0.0429,4
Drop It Like It's Hot,Snoop Dogg /and/ Pharrell Williams,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,2004,R&B,1/1/2004,1,1,1,1,43,0.19,0.888,0.632,266067,0,0.662,91.979,0.101,-3.872,0.219,4
Charlene,Anthony Hamilton,spotify:track:0xiuSFBOEHWaJ6rSuUbJWc,2004,R&B,7/15/2003,1,0,0,0,44,0.536,0.556,0.346,246773,0,0.451,123.869,0.106,-9.809,0.311,4
Rubber Band Man,T.I. /and/ C. Harris,spotify:track:5Rkbnhwkb6oiqq1HQcXirN,2004,R&B,8/18/2003,1,8,1,1,45,0.141,0.601,0.768,347507,0,0.634,152.45,0.482,-5.712,0.386,4
Naughty Girl,BeyoncÃ©,spotify:track:0YGQ3hZcRLC5YX7o0hdmHg,2004,R&B,6/24/2003,1,6,0,0,46,0.237,0.588,0.461,208573,0.0000154,0.659,200.053,0.0913,-8.686,0.161,4
No Problem,Lil Scrappy,spotify:track:0EgigrGFGb4PHaVNb7fgK7,2004,R&B,8/21/2009,1,1,1,1,47,0.053,0.858,0.731,214213,0,0.139,85.984,0.15,-7.224,0.237,4
I'm Still in Love with You (feat. Sasha),Sean Paul /and/ Sasha /and/ Jeremy Harding /and/ Murray Elias,spotify:track:3MhdH8PxqH1FuQp3HBptUI,2004,R&B,11/12/2002,1,7,0,1,48,0.102,0.765,0.666,273360,0,0.756,87.002,0.116,-5.384,0.172,4
Hey Ya!,Outkast,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,2004,R&B,2003,1,4,0,0,49,0.103,0.727,0.974,235213,0.000532,0.965,79.526,0.174,-2.261,0.0664,4
Dude,Beenie Man /and/ Ms. Thing,spotify:track:746nPV2NXSoxW3imGpG8gk,2004,R&B,1/1/2004,1,5,0,1,50,0.123,0.616,0.71,255360,0,0.945,93.938,0.128,-7.05,0.264,4
Wanna Get To Know You,G-Unit /and/ Joe,spotify:track:1dHJETCn2X1R1YwVlMvSza,2004,R&B,1/1/2003,1,10,1,0,51,0.106,0.513,0.826,265027,0,0.889,76.91,0.0675,-3.651,0.132,1
Stand Up,Ludacris /and/ Shawnna,spotify:track:2CtCwQhY0ZLvr8L2l8Bo6e,2004,R&B,1/1/2003,1,6,1,1,53,0.367,0.751,0.84,213760,0,0.801,99.057,0.0916,-4.855,0.349,4
Change Clothes,JAY-Z,spotify:track:1xE7osYAtzz1PvLoVdOp5E,2004,R&B,11/14/2003,1,10,1,1,54,0.0412,0.895,0.628,258427,0,0.34,104.009,0.059,-3.79,0.0473,4
Nolia Clap,"Juvenile, Wacko, & Skip",spotify:track:7pWcjb71SqY2256QasmAhJ,2004,R&B,6/11/2004,1,5,1,1,55,0.0718,0.838,0.942,270333,0,0.961,79.935,0.142,-2.353,0.395,4
Still In Love,Teena Marie,spotify:track:6OGTrkbMrBdeIyOK4tjHSm,2004,R&B,5/11/2004,1,0,0,1,56,0.607,0.713,0.663,256640,0,0.903,79.004,0.255,-3.749,0.0386,4
Move Ya Body,Nina Sky /and/ Jabba,spotify:track:2ndnVdR8si7CW9T8vJRHyW,2004,R&B,1/1/2004,1,11,0,0,57,0.0202,0.87,0.712,232000,0.000331,0.877,121.057,0.0576,-6.313,0.0432,4
More & More,Joe,spotify:track:3Yylgs7Ifs7vLQ84e71RFA,2004,R&B,12/9/2003,1,5,0,0,58,0.189,0.7,0.508,223693,0,0.464,139.974,0.0938,-7.32,0.0577,4
No Better Love,Young Gunz /and/ Rell,spotify:track:0K7XjmTNFwQ2qwHn4MjlDx,2004,R&B,2/24/2004,1,8,1,1,60,0.181,0.674,0.897,235907,0,0.525,91.194,0.195,-3.053,0.259,4
U Saved Me,R. Kelly,spotify:track:2mw9UnfWIw9mYPAoDEc4ud,2004,R&B,8/23/2004,1,6,0,1,61,0.598,0.651,0.56,373773,0,0.297,104.045,0.0873,-7.012,0.053,4
Roses,Outkast,spotify:track:6bUNEbXT7HovLW6BgPCBsb,2004,R&B,2003,1,0,1,1,62,0.0482,0.751,0.708,369573,0.0000185,0.509,108.97,0.107,-5.653,0.0545,4
Southside,Lloyd /and/ Ashanti,spotify:track:7lurcq2Yw96B1K0KOJAHxg,2004,R&B,1/1/2004,1,9,0,0,63,0.377,0.688,0.404,277840,0,0.448,75.007,0.0813,-9.481,0.0818,3
Call My Name,Prince,spotify:track:1NtMkOgf5U9YMaXyuEIRn2,2004,R&B,4/20/2004,1,5,0,0,64,0.685,0.622,0.574,315773,0,0.405,113.984,0.111,-5.068,0.155,4
Stunt 101,G-Unit,spotify:track:6QdVBqkKNUqCqercvUHMkP,2004,R&B,1/1/2003,1,6,1,0,66,0.161,0.675,0.779,232227,0,0.553,95.739,0.0656,-1.439,0.402,4
Get Low,Lil Jon & The East Side Boyz /and/ Ying Yang Twins,spotify:track:0jrz4ZQKCsC6h2vzqgHiEp,2004,R&B,3/15/2011,1,1,1,1,67,0.0297,0.771,0.621,334067,0,0.154,101.007,0.124,-7.453,0.0376,4
Dip It Low,Christina Milian,spotify:track:4L55p6txv9vuCWhpNnY6eY,2004,R&B,1/1/2004,1,11,0,0,68,0.0122,0.754,0.718,201000,0.000111,0.576,169.116,0.0923,-4.209,0.111,4
I Can't Wait,Sleepy Brown /and/ Outkast,spotify:track:23XFjkEHUpVh3fmcNJFkaR,2004,R&B,1/1/2004,1,10,1,0,69,0.255,0.855,0.63,272547,0,0.578,102.922,0.331,-7.569,0.27,4
Let's Get Away,T.I.,spotify:track:7pjl3P3jnqdItN1beCrJS1,2004,R&B,8/18/2003,1,10,1,0,70,0.342,0.567,0.826,278720,0,0.726,84.814,0.135,-4.678,0.443,4
In My Life,JUVENILE /and/ Mannie Fresh,spotify:track:5WXtKPaUn0rgwtv4sGoCUt,2004,R&B,1/1/2003,1,1,1,1,71,0.0132,0.76,0.67,344987,0.0000594,0.145,177.927,0.113,-4.891,0.126,4
Breathe,Fabolous,spotify:track:7fuoqve1SOEBmhc2PoQTF0,2004,R&B,10/11/2004,1,10,1,0,72,0.34,0.713,0.91,268960,0,0.51,83.028,0.304,-5.586,0.282,4
Let Me In,Young Buck,spotify:track:6qkZ6D3ogNyW2YDWsz7e3z,2004,R&B,1/1/2004,1,1,1,0,73,0.117,0.685,0.89,224253,0,0.67,91.196,0.0399,-4.302,0.32,4
"Breathe, Stretch, Shake (feat. P. Diddy)",Mase /and/ Diddy,spotify:track:5qjESLw4uzDNvG2V5QIoaS,2004,R&B,4/20/2005,1,9,0,1,74,0.0666,0.531,0.712,197277,0,0.648,101.43,0.399,-4.887,0.336,4
Whoknows,Musiq Soulchild,spotify:track:2EIDhB4Ojo73YBrJyPr9vr,2004,R&B,2/12/2021,1,2,0,1,75,0.192,0.496,0.677,295320,0,0.269,119.269,0.342,-6.135,0.0906,4
Dangerously In Love,BeyoncÃ©,spotify:track:0KFuXEdOp5QfIfxHR6TJSm,2004,R&B,6/24/2003,1,6,0,1,76,0.345,0.609,0.407,293133,0,0.459,99.982,0.19,-8.026,0.0808,4
I Like That,Houston /and/ Chingy /and/ Nate Dogg /and/ I-20,spotify:track:4MMqj7HaLL8BphbBZnlsdq,2004,R&B,1/1/2004,1,10,0,0,77,0.0154,0.797,0.502,236520,0,0.385,106.997,0.1,-3.925,0.0968,4
Got It Twisted,Mobb Deep,spotify:track:2nzFiCB8YoXf24MAM1qDmU,2004,R&B,8/10/2004,1,11,1,0,78,0.0958,0.697,0.744,224627,0,0.504,103.266,0.263,-5.702,0.229,4
Holidae In,Chingy /and/ Ludacris /and/ Snoop Dogg,spotify:track:0FmCLEHfINGqwlyzvklNqy,2004,R&B,1/1/2003,1,7,0,1,79,0.0893,0.81,0.791,314400,0,0.948,153.067,0.0838,-5.909,0.181,4
Lose My Breath,Destiny's Child,spotify:track:4dvQg9sD8k9y4qiEURuj8v,2004,R&B,11/16/2004,1,1,0,1,80,0.00727,0.814,0.899,242013,0.219,0.545,119.011,0.0979,-5.958,0.0637,4
Wonderful,Ja Rule /and/ R. Kelly /and/ Ashanti,spotify:track:1bl99Q4umnPomYGv3dQP67,2004,R&B,1/1/2004,1,11,1,0,81,0.277,0.663,0.777,270507,0,0.758,92.68,0.0466,-4.954,0.109,4
Selfish,Slum Village /and/ John Legend /and/ Kanye West,spotify:track:7sZCAHP2duHwr5M5K7lHsb,2004,R&B,1/1/2004,1,7,1,1,82,0.221,0.71,0.597,225400,0,0.49,95.769,0.432,-6.468,0.239,4
Talk About Our Love - E-Smoove Classic Mix Edit,Brandy,spotify:track:1ZBHTMUbUg97oVzPC8OXzs,2004,R&B,2/5/2021,1,0,0,0,83,0.144,0.704,0.95,183573,0.0000149,0.905,128.031,0.138,-4.845,0.0363,4
Turn Me On,Kevin Lyttle,spotify:track:0RmXtDH1cBMGImRrmn5xL6,2004,R&B,3/30/2004,1,9,0,1,85,0.0405,0.677,0.682,192107,0,0.875,106.279,0.0351,-6.879,0.0361,4
"Jook Gal (Wine Wine) [feat. Twista, Young Bloodz & Kiprich] - Head Gawn Version",Elephant Man /and/ Twista /and/ Youngbloodz /and/ Kiprich,spotify:track:23TTbRZkQHjVcwtNFF4hQF,2004,R&B,2004,1,1,0,1,86,0.131,0.949,0.746,233360,0,0.963,119.894,0.049,-7.062,0.198,4
Wat Da Hook Gon Be - Dirty,Murphy Lee /and/ Jermaine Dupri,spotify:track:6njG8EYG1lrROn8P6q46eq,2004,R&B,1/1/2003,1,10,1,0,87,0.0979,0.927,0.596,224667,0,0.914,94.997,0.283,-7.058,0.301,4
Hush,LL Cool J /and/ 7 Aurelius,spotify:track:0CCDW5SLBppFbtfe2bKwfX,2004,R&B,8/31/2004,1,11,0,1,88,0.128,0.768,0.725,214560,0,0.794,98.963,0.122,-6.543,0.292,4
Neva Eva (feat. Lil Scrappy & Lil Jon),Trillville /and/ Lil Jon /and/ Lil Scrappy,spotify:track:6QwwsJC57SitPcWuyEpuwd,2004,R&B,9/2/2003,1,7,1,1,89,0.0192,0.777,0.81,276320,0,0.787,78.021,0.0861,-4.968,0.0462,4
I Want You,Janet Jackson,spotify:track:0asiXYLtkLysGJTFdYs0My,2004,R&B,1/1/2004,1,3,0,1,90,0.202,0.645,0.836,252773,0.0209,0.68,105.746,0.156,-5.558,0.0381,3
Gangsta Nation,Westside Connection,spotify:track:65iyI1iybyv5ecsfBHSdUf,2004,R&B,12/9/2003,1,9,1,0,91,0.127,0.843,0.7,293053,0,0.675,95.05,0.876,-3.249,0.26,4
Gigolo (feat. R. Kelly),Nick Cannon /and/ R. Kelly,spotify:track:1T1ZUKX4X87tVLaBGjwFv4,2004,R&B,3/13/2003,1,4,0,0,92,0.273,0.896,0.552,237840,0,0.657,93.001,0.0662,-6.11,0.102,4
Welcome Back,Mase,spotify:track:2XQY54Im8VrO4sd2tAmiv4,2004,R&B,4/20/2005,1,1,0,1,93,0.0111,0.764,0.742,262200,0.0000846,0.504,88.437,0.321,-2.33,0.18,4
Knuck If You Buck (feat. Lil' Scrappy),Crime Mob /and/ Lil Scrappy,spotify:track:0RZXNlGPvfMo54fd6uCvAT,2004,R&B,7/13/2004,1,8,1,1,94,0.0582,0.865,0.844,205120,0,0.755,150.09,0.373,-4.946,0.311,4
Flap Your Wings,Nelly,spotify:track:4rY3KONqdimczgu2NhxI8k,2004,R&B,11/14/2004,1,4,1,0,95,0.0205,0.897,0.835,243560,0.00000341,0.885,105.627,0.0846,-3.998,0.0652,4
Forthenight,Musiq Soulchild /and/ Aaries,spotify:track:7mteqiHjZ8zgMvyKtU4CyJ,2004,R&B,2/12/2021,1,3,0,0,96,0.253,0.698,0.678,229467,0,0.785,101.052,0.191,-7.127,0.234,4
Whats Happnin! (Feat. Trick Daddy),Ying Yang Twins /and/ Trick Daddy,spotify:track:6QVDBajBKQAz7RSS66k4vF,2004,R&B,11/3/2009,1,6,1,1,97,0.0988,0.828,0.672,259733,0,0.776,107.996,0.391,-6.456,0.0543,4
You Don't Want Drama,8Ball & MJG,spotify:track:48F4fY1pKOTWN1H8q99dJE,2004,R&B,10/4/2005,1,7,1,1,98,0.00998,0.777,0.871,273973,0,0.624,140.098,0.366,-5.588,0.236,4
Shorty Wanna Ride,Young Buck,spotify:track:6Y9kdB2O0h9gq9y2vclsWT,2004,R&B,1/1/2004,1,11,1,0,99,0.00317,0.582,0.621,261320,0,0.331,179.458,0.111,-6.183,0.283,4
My Baby (feat. Jagged Edge) - With Intro,Bow Wow /and/ Jagged Edge,spotify:track:4S6iSQ7Wr8Ugj4PK1iexkt,2004,R&B,8/19/2003,1,5,0,0,100,0.172,0.623,0.58,303107,0,0.51,85.9,0.563,-9.464,0.439,4
Let Me Love You,Mario,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,2005,R&B,9/21/2004,1,7,0,0,1,0.235,0.656,0.578,256733,0,0.556,94.514,0.118,-8.97,0.0922,4
We Belong Together,Mariah Carey,spotify:track:3LmvfNUQtglbTrydsdIqFU,2005,R&B,1/1/2005,1,0,0,1,2,0.0339,0.837,0.462,201400,0,0.762,139.986,0.09,-7.89,0.0601,4
Truth Is,Fantasia,spotify:track:3QfsB9tPwAjMb5b9P7r3Z5,2005,R&B,11/22/2004,1,11,0,1,4,0.309,0.707,0.451,236747,0,0.616,73.209,0.0524,-10.38,0.0761,4
Drop It Like It's Hot,Snoop Dogg /and/ Pharrell Williams,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,2005,R&B,1/1/2004,1,1,1,1,5,0.19,0.888,0.632,266067,0,0.662,91.979,0.101,-3.872,0.219,4
"Slow Down - 12"" Version",Bobby V.,spotify:track:4Ilen0VxPEsVRLpnePji8P,2005,R&B,1/1/2005,1,11,0,0,6,0.179,0.568,0.732,258667,0.00000492,0.626,186.048,0.401,-4.896,0.103,4
Free Yourself (feat. Missy Elliott),Fantasia /and/ Missy Elliott,spotify:track:7ANroj1yWw0YEGcLf7HO3Q,2005,R&B,11/22/2004,1,5,0,0,7,0.681,0.717,0.449,257427,0,0.611,108.802,0.0902,-9.688,0.0596,4
How We Do,The Game /and/ 50 Cent,spotify:track:4PmMVdIFpJTB9WQbmILf4p,2005,R&B,2005,1,4,1,0,8,0.0455,0.862,0.648,235533,0,0.637,98.012,0.0332,-7.401,0.251,4
Wait (The Whisper Song),Ying Yang Twins,spotify:track:5Y78yINSOCW6xbOfGWNBg4,2005,R&B,6/28/2005,1,7,1,1,9,0.00112,0.933,0.513,179160,0.00248,0.595,102.017,0.107,-13.203,0.347,4
Soldier (feat. T.I. & Lil' Wayne),Destiny's Child /and/ T.I. /and/ Lil Wayne,spotify:track:4FTOpNYcGxnQdGNWSxIcio,2005,R&B,11/16/2004,1,7,0,1,10,0.0444,0.878,0.417,325573,0,0.904,77.49,0.0833,-6.799,0.361,4
Cater 2 U,Destiny's Child,spotify:track:6uYAPqxP69zfpCbsTHXgiz,2005,R&B,11/16/2004,1,11,0,0,11,0.286,0.605,0.584,245400,0,0.464,125.802,0.235,-7.043,0.197,4
Ordinary People,John Legend,spotify:track:2ZA4uMlSZjaoWGFqP1tsLI,2005,R&B,12/6/2005,1,10,0,1,12,0.928,0.469,0.132,281467,0,0.36,66.989,0.0873,-14.001,0.0798,3
